X,Y,OBJECTID,Num,ARFVTP_ID,Agreement_Number,Project_Number,Recipient_Contractor,Project_Title,Project_Amount,Project_Type,Fuel_Type,Supply_Chain_Phase,RDD_D_Phase,Status,Project_Address,Project_City,Project_State,Project_Zip,Full_Address,Latitude,Longitude,Confidence,County,Senate_District,Senate_Sort,Assembly_District,Air_District,Electric_Service_Area,Disadvantaged_Community_OEHHA,Disadvantaged_Community_SB535,Low_Income_SB535,CES_Score,CES_Percentile,CES_Percentile_Range,Assembly_Sort,Project_Location,LowIncome_SB1000,Fiscal_Year,DAC_OEHHA__and_LIC_SB1000_,DAC_CARB__LIC_CARB_,Disadvantaged_Community_CES3,Disadvantaged_Community_CES4
-13178865.4933,4017614.2995,9036,,,ARV-10-006,4,LACMTA,Public Plug-in Vehicle Charge Stations at Metro Transit Locations,83037,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,2226 E El Segundo Blvd,El Segundo,CA,90245,"2226 E El Segundo Blvd, El Segundo CA 90245",33.91664,-118.387763,High,Los Angeles,State Senate District 24,24,State Assembly District 66,South Coast,Southern California Edison,NO,Yes,No,,,,,Disadvantaged Community,No,,,,NO,NO
-13042365.8677,3857669.4239,9037,,,ARV-09-005,1198,Blink Acquisition,Nissan Electric Vehicle Demonstration and Vehicle Infrastructure Evaluation,10272.783323,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,326 Broadway,San Diego,CA,92101,"326 Broadway, San Diego CA 92101",32.71601,-117.161566,High,San Diego,State Senate District 39,39,State Assembly District 77,San Diego,San Diego Gas & Electric,NO,Yes,Yes,36.8520382790072,70.3605648008069,,,Low Income and Disadvantaged Community,Yes,,,Low Income and Disadvantaged,YES,NO
-13581869.1006,4447246.3569,9038,,,ARV-09-007,1331,ChargePoint,No City Left Behind,2397.89473684,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,170 Technology Cir,Scotts Valley,CA,95066,"170 Technology Cir, Scotts Valley CA 95066",37.058373,-122.008006,High,Santa Cruz,State Senate District 17,17,State Assembly District 28,Monterey Bay Unified,Pacific Gas & Electric Company,NO,No,No,8.57750637517766,9.77054967221382,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13531600.1118,4660756.7841,9039,,,ARV-21-023,,Equilon Enterprises LLC dba Shell Oil Products US,Shell Multi-Modal Hydrogen Refueling Station,4000000,MD/HD ZEV Infrastructure,Hydrogen,Local Infra,Deployment,Active,3263-3235 Industrial Blvd,West Sacramento,CA,95691,"3263-3235 Industrial Blvd, West Sacramento CA 95691",38.57346379,-121.55643199,High,Yolo,State Senate District 3,3,State Assembly District 4,Yolo-Solano,Pacific Gas & Electric Company,YES,Yes,Yes,59.8339791568567,95.6001008572869,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13716269.7973,4744470.4631,9040,,,ARV-22-007,,"ChargePoint, Inc.",Charging the Road Less Travleded-Electrifying Northern California's Rural Routes,512432,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,501 Low Gap Rd.,Ukiah,CA,95482,"501 Low Gap Rd., Ukiah CA 95482",39.158985,-123.215348,High,Mendocino,State Senate District 2,2,State Assembly District 2,Mendocino,City of Ukiah Electric Utilities Division,NO,No,No,11.9212715407994,17.7004538577912,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13133847.6686,4037772.7459,9041,,,ARV-13-048,1,Caltrans,Caltrans-Installation of EV Charging Stations,8000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,1201 Baldwin Park Blvd,Baldwin Park,CA,91706,"1201 Baldwin Park Blvd, Baldwin Park CA 91706",34.066782,-117.983361,High,Los Angeles,State Senate District 22,22,State Assembly District 48,South Coast,Southern California Edison,YES,Yes,Yes,68.4141892417477,98.7266767523954,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13174207.7611,4049738.2934,9042,,,ARV-13-038,4,SCPPA,Southern California Public Power Authority: Electric Vehicle Charging Network,48445.828,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,327 N Pass Ave,Burbank,CA,91505,"327 N Pass Ave, Burbank CA 91505",34.15577695,-118.34592188,High,Los Angeles,State Senate District 20,20,State Assembly District 44,South Coast,Burbank Water & Power,NO,No,Yes,34.42239942099,66.5532022188603,,,Low Income,Yes,,,,NO,NO
-13571960.4359,4386218.5981,9043,,,,E-00271,CALeVIP Recipient,CALeVIP,160000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,223 16th St,Pacific Grove,CA,93950,"223 16th St, Pacific Grove CA 93950",36.61962059,-121.91899495,High,Monterey,State Senate District 17,17,State Assembly District 30,Monterey Bay Unified,Pacific Gas & Electric Company,NO,No,No,5.40689284442433,3.70650529500756,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13811810.407,4993628.6296,9044,,,600-10-006,1,US Forest Service Pacific Southwest Research Station,Assessing the Sustainability of Forest Biomass Utilization in California,1857073.41,Sustainability Studies,Sustainability,Other,Other,Complete,1700 Bayview Drive,Arcata,CA,95521,"1700 Bayview Drive, Arcata CA 95521",40.8730097,-124.0736039,High,Humboldt,State Senate District 2,2,State Assembly District 2,North Coast Unified,Pacific Gas & Electric Company,NO,No,Yes,28.0662520349614,55.1563287947554,,,Low Income,Yes,,,,NO,NO
-13588049.4552,4438324.6161,9045,,,ARV-10-001,247,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,2996.53889758,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,328-458 Heller Dr,Santa Cruz,CA,95064,"328-458 Heller Dr, Santa Cruz CA 95064",36.99438829,-122.06352507,High,Santa Cruz,State Senate District 17,17,State Assembly District 28,Monterey Bay Unified,Pacific Gas & Electric Company,NO,No,Yes,10.9175167685398,15.2672718103883,,,Low Income,Yes,,,,NO,NO
-13324669.7586,4083963.5404,9046,,,ARV-10-001,226,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,2996.53889758,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,223 Castillo St,Santa Barbara,CA,93101,"223 Castillo St, Santa Barbara CA 93101",34.409813,-119.697545,High,Santa Barbara,State Senate District 21,21,State Assembly District 37,Santa Barbara,Southern California Edison,NO,No,Yes,26.2035474318238,51.3237518910741,,,Low Income,Yes,,,,NO,NO
-13130003.0273,4006956.5566,9047,,,ARV-19-031,,Anaheim Union High School District,Electric School Bus and Charging Infrastructure,600000,MD/HD ZEV Infrastructure,Electric,Local Infra,Deployment,Active,501 N Crescent Way,Anaheim,CA,92801,"501 N Crescent Way, Anaheim CA 92801",33.837153,-117.948824,High,Orange,State Senate District 34,34,State Assembly District 67,South Coast,City of Anaheim Public Utilities Department,YES,Yes,Yes,49.8237927425505,87.6449823499748,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13626444.7643,4547464.8078,9048,,,ARV-17-006,1,Shell,"Harrison Street, San Francisco",2337500,Hydrogen Fueling Infrastructure,Hydrogen,Local Infra,Deployment,Active,1201 Harrison St.,San Francisco,CA,94103,"1201 Harrison St., San Francisco CA 94103",37.773405,-122.408436,High,San Francisco,State Senate District 11,11,State Assembly District 17,Bay Area,Pacific Gas & Electric Company,NO,No,No,30.2641942863564,59.2032274331821,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-12973936.4253,4004744.064,9049,,,ARV-10-001,138,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,5993.07779515,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,223 S Palm Canyon Dr,Palm Springs,CA,92262,"223 S Palm Canyon Dr, Palm Springs CA 92262",33.82064263,-116.54685386,High,Riverside,State Senate District 19,19,State Assembly District 47,South Coast,Southern California Edison,NO,No,No,23.7121519215553,45.9657085224407,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13525341.9538,4670651.8022,9050,,,600-09-001,1,Department of General Services,10s,582250,Light-Duty ZEV Deployment,Electric,Vehicles,Deployment,Complete,1700 National Drive,Sacramento,CA,95834,"1700 National Drive, Sacramento CA 95834",38.642924,-121.500214,High,Sacramento,State Senate District 8,8,State Assembly District 6,Sacramento Metro,Sacramento Municipal Utility District,NO,No,Yes,22.8709465794125,44.1250630358043,,,Low Income,Yes,,,,NO,NO
-13515627.4358,4668082.1162,9051,,,,C-00085,CALeVIP Recipient,CALeVIP,375000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,2230 Auburn Blvd,Sacramento,CA,95821,"2230 Auburn Blvd, Sacramento CA 95821",38.624892,-121.412947,High,Sacramento,State Senate District 6,6,State Assembly District 6,Sacramento Metro,Sacramento Municipal Utility District,YES,Yes,Yes,48.1934617711513,85.7286938981341,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13588049.4552,4438324.6161,9052,,,ARV-10-032,78,ABAG,Bay Area EV Corridor Project: Phase I EVSE Development,36331.6209756,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,328-458 Heller Dr,Santa Cruz,CA,95064,"328-458 Heller Dr, Santa Cruz CA 95064",36.99438829,-122.06352507,High,Santa Cruz,State Senate District 17,17,State Assembly District 28,Monterey Bay Unified,Pacific Gas & Electric Company,NO,No,Yes,10.9175167685398,15.2672718103883,,,Low Income,Yes,,,,NO,NO
-13599076.8675,4538777.0998,9053,,,ZVI-21-020,,Evgo Services LLC,Bay Area Twin Hubs On Demand Electrification Project,849257.5,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,1201 Marina Blvd.,San Leandro,CA,94577,"1201 Marina Blvd., San Leandro CA 94577",37.711691,-122.162586,High,Alameda,State Senate District 9,9,State Assembly District 20,Bay Area,Pacific Gas & Electric Company,YES,Yes,Yes,43.0192281443664,79.5259707513868,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13279684.3279,4066789.6228,9054,,,ARV-09-007,1344,ChargePoint,No City Left Behind,4795.78947368,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,501 Poli St,Ventura,CA,93001,"501 Poli St, Ventura CA 93001",34.282436,-119.293434,High,Ventura,State Senate District 21,21,State Assembly District 38,Ventura,Southern California Edison,NO,No,Yes,22.6843181426834,43.6712052445789,,,Low Income,Yes,,,,NO,NO
-13190594.1149,4030021.9849,9055,,,ARV-10-001,50,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,5993.07779515,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,1700 Ocean Ave,Santa Monica,CA,90401,"1700 Ocean Ave, Santa Monica CA 90401",34.009085,-118.493123,High,Los Angeles,State Senate District 24,24,State Assembly District 51,South Coast,Southern California Edison,YES,Yes,No,44.2711092321727,81.19011598588,,,Disadvantaged Community,No,,,,NO,YES
-13556603.695,4536711.0449,9056,,,,L-11336,CALeVIP Recipient,CALeVIP,50822.115,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,1700 Paseo Laguna Seco,Livermore,,94551,"1700 Paseo Laguna Seco, Livermore  94551",37.697007,-121.781043,High,Alameda,State Senate District 5,5,State Assembly District 16,Bay Area,Pacific Gas & Electric Company,NO,No,No,18.7773020851519,34.6949067070096,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13165684.2637,4034287.9655,9057,,,ZVI-22-002,,"Zeco Systems, Inc. dba Greenlots",Project LATCH (Los Angeles TNC Charging Hubs),1000000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,1201 S Figueroa St.,Los Angeles,CA,90015,"1201 S Figueroa St., Los Angeles CA 90015",34.040846,-118.269354,High,Los Angeles,State Senate District 28,28,State Assembly District 57,South Coast,Los Angeles Department of Water & Power,YES,Yes,Yes,62.7282001579397,96.9616742309632,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13035746.6994,3914823.8058,9058,,,ARV-09-005,1,Blink Acquisition,Nissan Electric Vehicle Demonstration and Vehicle Infrastructure Evaluation,17121.3055384,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,1700 Seven Oaks Rd,Escondido,CA,92026,"1700 Seven Oaks Rd, Escondido CA 92026",33.146938,-117.102105,High,San Diego,State Senate District 40,40,State Assembly District 76,San Diego,San Diego Gas & Electric,NO,No,Yes,11.4309934620016,16.439737771054,,,Low Income,Yes,,,,NO,NO
-13042255.9953,3860778.4075,9059,,,ARV-12-024,5,ChargePoint,MultiCharge San Diego - Chargepoint (formerly Coulomb Technologies),9273.16018692,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,3288 Fifth Ave,San Diego,CA,92103,"3288 Fifth Ave, San Diego CA 92103",32.7395048,-117.160579,High,San Diego,State Senate District 39,39,State Assembly District 78,San Diego,San Diego Gas & Electric,NO,No,No,9.3784229328107,11.3464447806354,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13061558.372,3913070.8309,9060,,,ARV-09-005,15,Blink Acquisition,Nissan Electric Vehicle Demonstration and Vehicle Infrastructure Evaluation,6848.52221535,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,5016 Carlsbad Blvd,Carlsbad,CA,92008,"5016 Carlsbad Blvd, Carlsbad CA 92008",33.1337523,-117.3339752,High,San Diego,State Senate District 38,38,State Assembly District 77,San Diego,San Diego Gas & Electric,NO,No,No,9.62152346264101,12.0146243066062,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13144678.2758,4036043.2554,9061,,,ARV-11-013,2,Electric Power Research Institute (EPRI),Retrofit Plug-in Hybrid Electric Truck Project,284379,Medium- & Heavy- Duty Advanced Vehicle Technology Demonstration,Electric,Vehicles,Demonstration,Complete,2244 Walnut Grove Ave,Rosemead,CA,91770,"2244 Walnut Grove Ave, Rosemead CA 91770",34.053911,-118.080654,High,Los Angeles,State Senate District 25,25,State Assembly District 49,South Coast,Southern California Edison,YES,Yes,Yes,51.7393166590139,89.7377710539587,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13410904.2148,4115440.9847,9062,,,ARV-09-007,1268,ChargePoint,No City Left Behind,2397.89473684,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,1201 W Chestnut Ave,Lompoc,CA,93436,"1201 W Chestnut Ave, Lompoc CA 93436",34.6427746,-120.4722023,High,Santa Barbara,State Senate District 21,21,State Assembly District 37,Santa Barbara,City of Lompoc Electric Division,NO,No,Yes,35.591745147473,68.5451336359052,,,Low Income,Yes,,,,NO,NO
-13035746.6994,3914823.8058,9063,,,ARV-09-005,26,Blink Acquisition,Nissan Electric Vehicle Demonstration and Vehicle Infrastructure Evaluation,3424.26110767,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,1700 Seven Oaks Rd,Escondido,CA,92026,"1700 Seven Oaks Rd, Escondido CA 92026",33.146938,-117.102105,High,San Diego,State Senate District 40,40,State Assembly District 76,San Diego,San Diego Gas & Electric,NO,No,Yes,11.4309934620016,16.439737771054,,,Low Income,Yes,,,,NO,NO
-13142358.8229,4032865.5259,9064,,,ARV-21-014,1,South Coast Air Quality Management District (SCAQMD),California Joint Electric Truck Scaling Initiative,2937452,MD/HD ZEV Infrastructure,Electric,Local Infra,Deployment,Active,329 Durfee Ave.,South El Monte,CA,91733,"329 Durfee Ave., South El Monte CA 91733",34.030257,-118.059818,High,Los Angeles,State Senate District 22,22,State Assembly District 56,South Coast,Southern California Edison,YES,Yes,Yes,54.5300616873753,92.1205244578921,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13618296.6229,4514183.6291,9065,,,ARV-12-038,2,"Schneider Electric USA, Inc.",San Mateo County Community College District EV Charging Project,21450,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,1700 W Hillsdale Blvd,San Mateo,CA,94402,"1700 W Hillsdale Blvd, San Mateo CA 94402",37.53671,-122.33524,High,San Mateo,State Senate District 13,13,State Assembly District 21,Bay Area,Pacific Gas & Electric Company,NO,No,No,5.17773698135655,3.31568330811901,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13588651.6859,4578904.694,9066,,,ARV-18-023,1,The Southern California Gas Company (SoCalGas),Hydrothermal Processing of Wastewater Solids (HYPOWERS Demonstration Facility,0,Diesel Substitute Production,Biodiesel,Fuel Production,Demonstration,Expired,5019 Imhoff Place,Martinez,CA,94553,"5019 Imhoff Place, Martinez CA 94553",37.996311,-122.068935,High,Contra Costa,State Senate District 9,9,State Assembly District 15,Bay Area,Pacific Gas & Electric Company,NO,No,No,24.1740080112933,47.1003530005043,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13626758.6853,4530967.6655,9067,,,ARV-09-007,1339,ChargePoint,No City Left Behind,4795.78947368,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,329 Miller Ave,South San Francisco,CA,94080,"329 Miller Ave, South San Francisco CA 94080",37.656172,-122.411256,High,San Mateo,State Senate District 13,13,State Assembly District 21,Bay Area,Pacific Gas & Electric Company,NO,No,Yes,39.9687303278181,74.9495713565305,,,Low Income,Yes,,,,NO,NO
-13426185.0079,4217151.0811,9068,,,ARV-13-051,15,EV Alliance,Central Coast Charge Ahead Project,12781.4005128,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,22450 El Camino Real,Santa Margarita,CA,93453,"22450 El Camino Real, Santa Margarita CA 93453",35.39105,-120.609472,High,San Luis Obispo,State Senate District 17,17,State Assembly District 30,San Luis Obispo,Pacific Gas & Electric Company,NO,No,No,8.28798877362407,9.14019162884518,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13568897.597,4490221.626,9069,,,,I-271645,CALeVIP Recipient,CALeVIP,160000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,1202 Oakland Rd,San Jose,CA,95112,"1202 Oakland Rd, San Jose CA 95112",37.365826,-121.891481,High,Santa Clara,State Senate District 10,10,State Assembly District 24,Bay Area,Pacific Gas & Electric Company,YES,Yes,Yes,43.4214469641227,80.0554715078164,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13523101.4264,4662547.9146,9070,,,ARV-14-054,2,"Transportation Power, Inc.",Heavy-Duty Electric Yard Tractors,731770.31,Medium- & Heavy- Duty Advanced Vehicle Technology Demonstration,Electric,Vehicles,Demonstration,Complete,1701 C Street,Sacramento,CA,95811,"1701 C Street, Sacramento CA 95811",38.586042,-121.480087,High,Sacramento,State Senate District 8,8,State Assembly District 6,Sacramento Metro,Sacramento Municipal Utility District,YES,Yes,Yes,43.6885765701061,80.3580433686334,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13160050.1283,4117802.1807,9071,,,ARV-22-005,,County of Los Angeles,Charging into the Future with Los Angeles County's Public Housing Residents,393970,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,5028 West Ave. L-12,Quartz Hill,CA,93536,"5028 West Ave. L-12, Quartz Hill CA 93536",34.6602233,-118.2187417,High,Los Angeles,State Senate District 23,23,State Assembly District 34,Antelope Valley,Southern California Edison,NO,No,No,21.0083857779784,40.0151285930408,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13098835.0171,3959855.0313,9072,,,ARV-13-048,15,Caltrans,Caltrans-Installation of EV Charging Stations,8000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,32941 Camino Capistrano,San Juan Capistrano,CA,92675,"32941 Camino Capistrano, San Juan Capistrano CA 92675",33.484978,-117.668837,High,Orange,State Senate District 38,38,State Assembly District 74,South Coast,San Diego Gas & Electric,NO,No,No,20.0822792025366,37.7080181543117,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13559417.7404,4397465.9073,9073,,,,E-00511,CALeVIP Recipient,CALeVIP,5000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,3295 Dunes Dr,Marina,CA,93933,"3295 Dunes Dr, Marina CA 93933",36.700671,-121.806322,High,Monterey,State Senate District 17,17,State Assembly District 30,Monterey Bay Unified,Pacific Gas & Electric Company,NO,No,No,23.9985161993393,46.7347453353505,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13162733.3165,4029749.2937,9074,,,,M-22744,CALeVIP Recipient,CALeVIP,44000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,1701 E 41st Pl,Los Angeles,,90058,"1701 E 41st Pl, Los Angeles  90058",34.00705436,-118.24284519,High,Los Angeles,State Senate District 28,28,State Assembly District 57,South Coast,Los Angeles Department of Water & Power,YES,Yes,Yes,69.2552850083229,98.915784165406,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13625922.9319,4530983.8637,9075,,,ARV-10-047,1,"Solazyme, Inc.",Development of Pilot Production Plant for Soladiesel RD Utilizing California Feedstocks,1268722.91,Diesel Substitute Production,Biodiesel,Fuel Production,Demonstration,Complete,225 Gateway Blvd,South San Francisco,CA,94080,"225 Gateway Blvd, South San Francisco CA 94080",37.6562872,-122.4037483,High,San Mateo,State Senate District 13,13,State Assembly District 21,Bay Area,Pacific Gas & Electric Company,YES,Yes,Yes,46.0896337866855,83.3333333333333,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13231593.6177,4197437.9132,9076,,,ARV-14-054,3,"Transportation Power, Inc.",Heavy-Duty Electric Yard Tractors,731770.31,Medium- & Heavy- Duty Advanced Vehicle Technology Demonstration,Electric,Vehicles,Demonstration,Complete,12020 Malaga Road,Arvin,CA,93203,"12020 Malaga Road, Arvin CA 93203",35.2465568,-118.8614278,High,Kern,State Senate District 16,16,State Assembly District 35,San Joaquin Valley Unified,Pacific Gas & Electric Company,YES,Yes,Yes,42.7280664189637,79.0468986384266,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13000677.9039,4017548.1009,9077,,,ARV-13-046,25,County of Riverside,Riverside County EDA Electric Vehicle Infrastructure Expansion,8881.365,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,50296 Main St,Cabazon,CA,92230,"50296 Main St, Cabazon CA 92230",33.91614651,-116.78707665,High,Riverside,State Senate District 19,19,State Assembly District 47,South Coast,Southern California Edison,YES,Yes,Yes,46.7954908553832,84.1654059505799,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,NO,YES
-13044055.4749,3860355.8674,9078,,,,H-00164,CALeVIP Recipient,CALeVIP,300000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,3298 Kettner Blvd,san diego,CA,92101,"3298 Kettner Blvd, san diego CA 92101",32.736312,-117.176744,High,San Diego,State Senate District 39,39,State Assembly District 77,San Diego,San Diego Gas & Electric,NO,No,No,21.1731626789541,40.3681290973273,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13015261.9094,3870436.8775,9079,,,ARV-12-015,4,"RTC Fuels, LLC dba Pearson Fuels",Pearson Fuels E85 Stations,71053,E85 Fueling Infrastructure,Ethanol,Local Infra,Deployment,Complete,1701 E. Main Street,El Cajon,CA,92021,"1701 E. Main Street, El Cajon CA 92021",32.812455,-116.918087,High,San Diego,State Senate District 39,39,State Assembly District 78,San Diego,San Diego Gas & Electric,NO,No,Yes,15.817193701495,27.3953605648008,,,Low Income,Yes,,,,NO,NO
-13502061.486,4579645.4845,9080,,,,F-00078,CALeVIP Recipient,CALeVIP,160000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,1206 E March Ln,Stockton,CA,95210,"1206 E March Ln, Stockton CA 95210",38.001555,-121.291082,High,San Joaquin,State Senate District 5,5,State Assembly District 13,San Joaquin Valley Unified,Pacific Gas & Electric Company,NO,Yes,Yes,39.6898325744027,74.4831064044377,,,Low Income and Disadvantaged Community,Yes,,,Low Income and Disadvantaged,YES,NO
-13611426.7631,4582574.1036,9081,,,ARV-13-023,6,"Bio-Rad Laboratories, Inc",Bio-Rad Laboratories Workplace Charging,14098.9,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,225 Linus Pauling Dr,Hercules,CA,94547,"225 Linus Pauling Dr, Hercules CA 94547",38.0222828,-122.273527,High,Contra Costa,State Senate District 7,7,State Assembly District 14,Bay Area,Pacific Gas & Electric Company,NO,No,No,20.5673336464531,38.9813414019163,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13523581.8813,4661086.0181,9082,,,,C-00034,CALeVIP Recipient,CALeVIP,49500,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,1701 L St,Sacramento,CA,95811,"1701 L St, Sacramento CA 95811",38.575776,-121.484403,High,Sacramento,State Senate District 8,8,State Assembly District 6,Sacramento Metro,Sacramento Municipal Utility District,YES,Yes,Yes,42.200040738097,78.3030761472516,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13584376.1269,4491964.8652,9083,,,ARV-10-001,237,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,2996.53889758,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,121 W Evelyn Ave,Sunnyvale,CA,94086,"121 W Evelyn Ave, Sunnyvale CA 94086",37.378271,-122.030527,High,Santa Clara,State Senate District 10,10,State Assembly District 26,Bay Area,Pacific Gas & Electric Company,NO,No,No,11.0349114452169,15.5572365103379,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13064386.5884,4036110.1942,9084,,,ARV-18-029,,Rialto Bioenergy LLC,Phase 2 Biomethane for Waste Management Refueling,2916620,Biomethane Production,Biomethane,Fuel Production,Deployment,Complete,503 East Santa Ana Ave,Bloomington,CA,92376,"503 East Santa Ana Ave, Bloomington CA 92376",34.0544092,-117.3593815,High,San Bernardino,State Senate District 29,29,State Assembly District 50,South Coast,Southern California Edison,YES,Yes,No,60.4944640786614,96.0161371659102,,,Disadvantaged Community,No,,,,YES,YES
-13044055.4749,3860355.8674,9085,,,,H-00931,CALeVIP Recipient,CALeVIP,45000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,3298 Kettner Blvd,san diego,CA,92101,"3298 Kettner Blvd, san diego CA 92101",32.736312,-117.176744,High,San Diego,State Senate District 39,39,State Assembly District 77,San Diego,San Diego Gas & Electric,NO,No,No,21.1731626789541,40.3681290973273,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13584376.1269,4491964.8652,9086,,,ARV-13-043,18,Silicon Valley Leadership Group,Bay Area Charge Ahead Project One (BayCap1),12597.1794872,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,121 W Evelyn Ave,Sunnyvale,CA,94086,"121 W Evelyn Ave, Sunnyvale CA 94086",37.378271,-122.030527,High,Santa Clara,State Senate District 10,10,State Assembly District 26,Bay Area,Pacific Gas & Electric Company,NO,No,No,11.0349114452169,15.5572365103379,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
